number of reviewer,r_last_interact(month),submitter_last_interact(month),LOC_deleted,issue_resolved_count,size of patch (N_of_files),LOC_replaced,issue_dropped_count,REVIEW_REQ_ID,submitter_Avg_interact(month),number_Reviewer_comments,r_Avg_interact(month),LOC_added,bug_severity,bug_priority,review_time_duration_day,Avg_patch_LOC,Avg_cyclomatic_complexity,defective
1,1,1,8,0,4,3,0,26681,0.439758567,0,0.406666667,36,3,4,1,1011.25,12577,1
1,1,1,5,2,5,4,0,16417,0.671907216,2,0.413099631,80,3,5,105,2501.2,12577,1
1,1,1,56,0,13,25,0,16275,0.671907216,0,0.413099631,286,3,5,107,1302.692308,12579,1
1,1,1,25,0,10,7,0,16279,0.634195402,0,0.390613027,143,3,5,107,1348.1,12591,1
1,1,1,8,0,4,0,0,26679,0.429087302,0,0.397573436,36,3,4,0,0,12592,1
1,1,0,1,0,1,0,0,26661,0,0,0.37797619,1,3,4,0,0,12593,1
1,1,1,4,0,1,2,0,26207,0.314559101,0,0.483978887,11,3,5,1,884,12594,0
1,1,1,14,0,2,12,0,20039,0.311685135,1,0.471997549,64,3,5,69,1104,12594,0
1,1,1,1,0,1,0,0,26133,0.25893069,0,0.333333333,6,3,5,6,0,12612,1
1,1,1,1,0,1,1,0,26135,0.257609711,1,0.330357143,6,3,5,6,1525,12621,1
1,1,1,1,1,3,1,1,26315,0.722727273,2,0.340400175,45,5,5,4,1285.666667,12638,1
1,1,1,0,0,1,0,0,26045,0.62994186,0,0.232040816,13,3,4,7,995,12639,0
2,1,1,18,0,3,0,0,20037,0.307328712,0,0.487029463,75,3,5,68,0,12658,1
1,1,1,47,0,4,14,0,26479,0.466898955,0,0.605978261,47,3,4,1,1820.5,12658,1
1,1,1,47,0,4,0,0,26477,0.465034965,0,0.601648352,47,3,4,0,0,12658,1
1,1,1,2,0,3,2,0,26369,0.302916793,0,0.52359882,20,3,4,3,548.6666667,12658,0
1,1,1,57,0,7,34,0,26465,0.325181159,2,0.500771605,120,3,4,1,251.2857143,12666,1
1,0.5,1,0,0,1,0,0,26463,0.321493625,0,0.498449612,4,3,4,1,512,12666,1
1,1,1,2,0,1,1,0,26259,0.571428571,0,0.46573345,1,5,4,4,1222,12674,0
1,1,0.5,2,0,1,0,0,26257,0.5,0,0.465265616,1,5,4,4,0,12685,1
1,1,1,16,0,6,16,1,26305,0.462441315,1,0.595903166,78,3,4,4,759.5,12688,1
1,1,1,2,0,1,1,0,26307,0.461967695,0,0.594771242,2,3,4,4,440,12795,1
1,1,1,37,0,4,6,0,26165,0.460064839,0,0.590179415,60,3,4,6,1809.25,12796,1
1,1,1,188,0,9,3,0,26441,0.403524046,0,0.383399471,94,3,4,1,2805.111111,12796,1
1,1,1,23,0,2,3,0,26439,0.397529313,0,0.378466667,7,3,4,1,3051.5,12800,0
1,1,1,211,0,11,0,0,26437,0.362278369,0,0.34986053,101,3,4,1,0,12801,1
1,1,1,4,0,1,0,0,26297,0.333861831,0,0.522928994,4,3,4,2,2373,12805,0
1,1,1,2,0,3,0,0,26367,0.312010752,0,0.518656716,20,3,4,0,0,12822,1
2,1,1,39,0,17,39,0,26311,0.330112332,0,0.871428571,67,4,4,1,1402.705882,12826,0
1,1,1,1,0,1,0,0,26337,0.329596637,0,0.517215569,10,3,4,1,2379,12826,1
1,1,1,17,0,2,8,0,26335,0.328562862,0,0.514307229,18,3,4,1,462,12833,0
1,1,1,47,0,7,17,0,25449,0.324919404,0,0.503846154,90,3,4,9,1531.571429,12834,1
1,1,1,20,0,2,3,0,26107,0.323871143,0,0.500773994,8,3,4,4,1748.5,12849,1
1,1,1,0,0,1,0,0,25453,0.32334579,1,0.499223602,4,3,4,9,907,12852,1
1,1,1,12,0,5,7,0,25451,0.320706733,1,0.491324921,53,3,4,9,1723.4,12862,1
1,1,1,1,0,3,1,0,26313,0.625,0,0.346215607,45,5,5,1,1285.666667,12871,1
2,1,1,39,0,17,0,0,26309,0.311577891,0,0.75,67,4,4,0,0,12890,1
1,1,1,16,0,6,0,0,26303,0.473925926,0,0.616714697,78,3,4,0,0,12890,1
1,1,1,16,1,8,1,0,15569,0.597970085,1,0.41284585,111,3,3,109,499,12893,1
1,1,1,38,0,11,18,0,21279,0.531965174,0,0.386157025,85,3,3,53,1658.636364,12893,1
1,0.5,1,54,0,19,19,0,15567,0.346701389,0,0.333856502,196,3,3,108,1170.368421,12902,1
1,1,1,0,0,1,0,0,10999,0.473902728,0,0.473902728,2,3,4,167,1777,12907,1
1,1,1,2,0,2,1,0,25901,1,0,0.409401709,25,3,4,3,3332.5,12907,1
1,1,1,2,1,1,0,0,25063,0.573782772,2,1,2,3,4,14,785,12909,0
2,1,1,95,0,2,15,0,25817,0.332779684,0,0.364799054,21,3,4,6,862,12918,0
1,1,1,9,0,3,4,0,26219,0.4202692,1,0.330587284,44,3,4,1,367,12923,0
1,1,1,2,0,1,0,0,25061,0.568939394,0,1,2,3,4,14,0,12924,1
1,1,1,9,0,3,0,0,26217,0.416108453,0,0.32892988,44,3,4,0,0,12924,1
2,1,1,95,0,2,15,0,25819,0.334610342,0,0.366834051,21,3,4,5,862,12927,1
1,1,1,0,0,1,0,0,26115,0.472891566,0,0.489889926,39,3,4,2,189,12934,0
1,1,1,0,0,2,0,0,26113,0.47147651,0,0.48817527,14,3,4,2,631,12952,0
1,1,1,0,0,2,0,0,26111,0.470053836,0,0.486449048,6,3,4,2,163.5,12952,0
1,1,1,2,0,2,1,0,25899,1,0,0.377477477,25,3,4,2,3332.5,12952,1
1,1,1,30,0,4,9,0,23245,0.487738095,0,0.344972067,23,3,4,30,937.75,12959,1
1,1,1,37,0,4,0,0,26163,0.485902031,0,0.660349854,60,3,4,0,0,12961,1
1,1,1,0,0,3,0,0,26055,0.51066636,0,0.351530125,52,3,4,1,30,12961,0
1,1,1,1,0,1,1,0,24761,0.509877112,0,0.35013256,1,3,4,15,2544,12969,0
1,1,1,18,0,2,18,0,24751,0.508290954,0,0.347319281,21,3,4,15,1057,12986,1
1,1,1,0,0,2,0,0,24757,0.506694496,0,0.344481539,19,3,4,15,561.5,12987,0
1,1,1,0,0,1,0,0,24753,0.505892373,0,0.343053394,2,3,4,15,879,12998,1
1,1,1,30,0,4,0,0,23243,0.484052758,0,0.33,23,3,4,30,0,12999,1
1,1,1,45,0,3,30,0,26105,0.469932432,1,1,58,3,4,1,524.3333333,13003,0
1,1,1,0,0,5,0,0,26109,0.466326531,0,0.484679861,59,3,4,0,0,13009,1
1,0,1,45,0,3,0,0,26103,0.464139344,0,0,58,3,4,0,0,13009,1
1,1,1,1,0,1,1,0,24755,0.505087638,0,0.428282967,16,3,4,14,877,13012,1
1,1,1,17,0,2,12,0,25279,0.390630885,0,1,44,3,5,8,5797.5,13016,1
1,0,1,17,4,2,0,0,25281,0.387168561,4,0,44,3,5,8,0,13029,1
1,0.333333333,1,0,0,1,0,0,26043,0.334574468,0,0.222338936,13,3,4,0,0,13032,1
1,1,1,10,0,3,1,0,26013,0.343117342,1,0.42496546,30,3,4,1,4322,13033,0
2,1,1,10,0,2,8,0,25559,0.495222275,2,0.372467945,27,3,4,5,844.5,13043,0
2,1,1,15,0,10,0,0,23973,0.495222275,0,0.372467945,82,3,4,21,0,13046,1
1,1,1,10,0,3,1,0,26011,0.320774394,0,0.407783153,30,3,4,0,4322,13046,1
1,1,1,12,0,2,0,0,25887,0.483903904,0,0.658357771,2,3,4,1,1041,13057,1
1,1,1,100,0,7,11,0,25885,0.480628589,1,0.651197605,47,3,4,1,1079.714286,13078,1
1,1,1,47,0,4,4,0,25881,0.478738247,0,0.646969697,7,3,4,1,370,13097,1
1,1,1,16,0,4,0,0,25879,0.476834094,0,0.642638037,0,3,4,1,373.25,13097,1
1,1,1,9,0,5,1,0,25895,0.320594923,0,0.532747396,82,3,4,1,444.6,13097,0
1,1,1,9,0,5,0,0,25893,0.31788813,0,0.513753388,82,3,4,0,0,13097,1
1,1,1,112,0,8,0,0,25883,0.472983747,0,0.633647799,49,3,4,0,0,13099,1
1,1,1,63,0,4,0,0,25877,0.471037242,0,0.628980892,7,3,4,0,0,13099,1
1,1,1,1,0,2,1,0,25751,0.457004831,0,0.367328918,4,3,4,1,3381.5,13101,1
1,1,1,1,0,2,0,0,25749,0.454368932,0,0.365929204,4,3,4,0,0,13102,1
1,1,1,375,0,4,5,0,25737,0.303560742,0,0.389242424,10,3,4,1,1053,13103,1
1,1,1,94,0,15,0,3,25261,0.442068891,3,0.474666667,15,3,4,4,712.5333333,13103,0
1,1,1,5,0,1,1,0,25681,0.496711829,0,0.409395495,15,3,4,1,1412,13109,1
1,1,1,0,0,5,0,0,23975,0.489922107,1,0.504449153,24,3,4,18,1493.8,13111,1
1,1,1,3,0,3,3,0,23977,0.489922107,0,0.405837636,19,3,4,18,1197.333333,13119,1
1,1,1,1,0,1,1,0,24857,0.312977099,0,0.287581699,4,5,4,9,873,13119,1
1,1,1,1,0,2,1,0,25663,0.305,0,0.27027027,34,3,4,1,6239,13119,0
1,1,1,0,0,2,0,0,25661,0.272674419,0,0.228571429,38,3,4,1,125.5,13128,0
1,0.25,0.333333333,1,0,4,1,0,25659,0.198076923,0,0.129032258,72,3,4,0,3182.25,13132,1
1,1,1,0,0,3,0,0,25385,0.55372549,1,1,30,3,4,2,138.6666667,13164,0
1,0,1,0,0,3,0,0,25383,0.537398374,0,0,30,3,4,2,0,13164,1
1,1,1,19,0,4,6,0,25299,0.358489168,0,0.443968049,59,3,4,2,1136.75,13171,1
1,1,1,12,0,4,0,0,25349,0.407099479,0,0.496644838,39,3,4,1,3039.75,13171,0
1,1,1,19,0,4,0,0,25297,0.352617215,0,0.438659868,59,3,4,2,0,13171,1
1,1,1,0,0,1,0,0,24915,0.505067776,0,0.351532567,3,3,5,7,5115,13171,1
1,1,1,12,0,4,0,0,25347,0.402769679,0,0.493630444,39,3,4,1,0,13173,1
1,1,1,23,0,8,8,0,23359,0.487042997,0,0.333961189,11,3,4,23,1305,13184,1
1,1,1,23,0,8,0,0,23357,0.487446648,0,0.329660697,11,3,4,22,0,13185,1
1,1,1,14,0,2,0,0,23891,0.508703704,0,0.640010684,0,3,4,16,863,13185,1
1,1,1,0,0,1,0,0,24913,0.508248378,0,0.3477842,3,3,5,7,0,13193,1
1,0,1,56,2,5,21,0,25043,0.657342657,5,0,105,3,4,5,465,13193,0
1,1,1,9,0,4,0,0,25313,0.327489557,1,0.506418605,51,3,4,1,1402.5,13197,1
1,1,1,1,0,1,1,0,25311,0.327214697,0,0.327214697,6,3,4,1,229,13201,1
2,1,1,10,0,4,0,0,25309,0.325026778,0,0.41712065,57,3,4,0,0,13201,1
1,1,1,1,0,1,1,0,25211,0.56255144,0,0.454040078,6,3,4,3,91,13201,0
1,1,1,7,1,5,4,1,25273,0.393467819,2,0.346204606,36,3,4,1,557,13216,1
1,1,1,7,0,5,4,0,25271,0.38460039,0,0.338548922,36,3,4,1,557,13219,1
1,1,1,1,0,1,1,0,25285,0.656140351,0,0.769230769,1,3,4,1,548,13220,0
1,1,1,1,0,1,0,0,25283,0.654929577,0,0.763157895,1,3,4,0,0,13227,1
2,1,1,67,2,3,16,0,23513,0.527555556,4,0.448106312,42,3,4,20,115,13227,0
2,1,1,67,0,3,0,0,23511,0.527555556,0,0.448106312,42,3,4,20,0,13230,0
1,1,1,3,0,2,3,0,25263,0.378403756,0,0.417569282,4,3,4,1,433.5,13230,0
2,1,0.5,13,0,7,12,0,25015,0.310416667,0,0.378670635,39,3,4,4,1289.142857,13268,0
1,1,1,94,0,15,0,0,25259,0.43083501,0,0.424197531,15,3,4,0,712.5333333,13322,1
1,1,1,13,0,1,4,0,24999,0.505498442,0,0.325196314,8,3,4,4,1799,13444,1
1,1,1,9,0,2,0,0,24997,0.504572409,0,0.324096389,0,3,4,4,1453,13444,1
1,1,1,99,0,7,21,0,24995,0.501303801,0,0.320218254,256,3,4,4,1667.571429,13629,1
1,1,1,370,0,8,370,0,25121,0.340909091,0,0.462962963,370,3,4,3,3682.5,13629,0
1,1,1,1124,1,6,1116,0,25119,0.323333333,1,0.30952381,1123,3,4,3,5235.833333,13639,1
1,0.333333333,1,1,0,1,1,0,25117,0.3203125,0,0.275,1,3,4,3,42,13642,0
1,0,0.5,1491,0,10,1730,0,25115,0.294781931,0,0,1490,3,4,3,3838,13645,1
1,1,1,1,0,1,1,0,25209,0.629279279,0,0.457988429,6,3,4,0,91,13654,1
1,0,1,56,0,5,0,0,25041,0.64874552,0,0,105,3,4,2,0,13655,1
1,1,1,6,1,2,6,0,25101,0.608095238,1,0.817722879,22,3,4,1,488,13657,0
1,1,1,6,0,2,6,0,25099,0.608095238,0,0.817722879,22,3,4,1,488,13663,0
1,1,1,25,0,1,0,0,25075,0.42325856,0,1,33,3,4,1,7697,13664,0
1,1,1,0,0,3,0,0,25073,0.42325856,0,1,24,3,4,1,68.33333333,13664,0
2,1,1,0,0,3,0,0,25071,0.41966142,0,0.504003186,18,3,4,1,1132,13669,0
1,0,1,13,0,2,1,0,25067,0.413565426,0,0,21,3,4,1,1540.5,13669,1
1,1,1,8,0,3,5,0,25069,0.413565426,0,0.499598241,6,3,4,1,262.6666667,13674,1
1,1,1,18,0,6,0,0,25047,0.423497732,0,0.421447028,0,3,4,1,44.33333333,13676,1
1,1,1,46,0,3,4,0,25093,0.380151683,0,0.370424837,4,3,4,1,651,13751,1
1,1,1,54,0,11,6,0,25003,0.407992781,2,0.428618344,20,3,4,1,43.72727273,13755,0
1,1,1,46,0,3,4,0,25095,0.378080921,0,0.365761317,4,3,4,1,651,13769,1
1,1,1,3,0,3,3,0,25109,0.334348385,0,0.4,20,3,4,1,1624.333333,13785,0
1,1,1,121,0,7,0,0,24993,0.570683112,0,0.330497508,264,3,4,1,0,13785,1
1,0.5,1,3,0,3,0,0,25107,0.328833458,0,0.34375,20,3,4,0,0,13786,1
1,1,1,44,17,15,39,1,24103,0.461041142,23,0.368308796,291,3,4,10,137.7333333,13797,0
1,1,1,14,16,15,14,1,24101,0.439877836,31,0.357392473,152,3,4,10,488.2666667,13797,1
1,1,1,18,0,6,0,0,25045,0.399592343,0,0.393224932,0,3,4,0,0,13803,1
1,1,1,43,0,1,0,0,24813,0.360611303,0,0.438407699,0,3,4,2,1380,13818,0
1,1,1,58,0,30,0,0,24099,0.410205993,0,0.346377672,245,3,4,9,0,13820,1
1,1,1,54,0,11,0,0,25001,0.384444849,0,0.396230159,20,3,4,0,0,13820,1
1,1,1,79,0,10,13,0,24935,0.586941252,0,0.67687638,13,3,4,1,762.9,13820,1
1,1,1,72,0,9,11,0,24817,0.637654321,0,0.353448276,39,3,4,1,513.1111111,13822,1
1,1,1,79,0,10,0,0,24933,0.606237911,0,0.708618721,13,3,4,0,0,13824,1
1,1,1,1,0,1,1,0,24911,0.558467742,0,0.439269406,2,3,4,1,214,13836,0
1,1,1,1,0,1,0,0,24909,0.556680162,0,0.436697248,2,3,4,0,0,13844,1
1,1,1,1,0,3,1,0,24881,0.330967872,0,0.561086957,22,3,4,1,2095,13852,0
1,1,1,2,0,3,0,0,24879,0.329296684,0,0.549330357,23,3,4,1,2089,13863,1
1,1,1,3,0,5,0,0,24877,0.32649274,0,0.528271028,45,3,4,0,0,13871,1
1,1,1,0,0,2,0,0,24731,0.391715686,0,0.367635854,82,3,4,2,53,13924,0
1,1,1,0,15,2,0,0,24733,0.388116371,16,0.364645953,82,3,4,2,53,13969,1
2,1,1,23,1,2,8,2,22791,0.380788423,4,0.357553754,31,3,4,21,505,13969,0
2,1,1,23,0,2,0,0,22789,0.380788423,0,0.357553754,31,3,4,21,0,13969,0
1,1,1,136,6,10,88,0,24739,0.623717949,10,0.465647922,340,3,4,2,540.1,13969,1
1,1,1,136,0,10,0,0,24737,0.608666667,0,0.452255639,340,3,4,1,0,13986,1
1,1,1,41,0,3,1,0,24853,0.379783327,0,0.4,3,3,4,1,220.6666667,13987,0
1,0.333333333,0.5,1,0,1,1,0,24855,0.307692308,0,0.280528053,4,5,4,1,873,13988,1
1,1,1,41,0,3,0,0,24851,0.37496299,0,0.384615385,3,3,4,0,0,13989,1
1,1,1,72,0,9,0,0,24815,0.594052559,0,0.234693878,39,3,4,0,0,13993,1
1,1,1,43,0,1,0,0,24811,0.351644867,0,0.408544601,0,3,4,0,0,14017,1
1,1,1,2,0,1,2,0,24773,0.554878049,0,0.545887389,6,3,5,1,684,14044,0
1,1,1,21,0,2,2,0,24735,0.502276264,0,0.489417989,2,3,4,1,1516.5,14062,1
1,1,1,14,1,3,0,0,23761,0.549382716,2,0.428837209,48,3,5,12,0,14207,1
1,1,1,57,0,18,0,0,24603,0.460959429,0,0.40870098,34,3,4,3,0,14332,1
1,1,1,127,0,39,0,0,24599,0.460959429,0,0.40870098,54,3,4,3,0,14378,1
1,1,1,77,0,26,0,0,24601,0.433624714,0,0.348852901,44,3,4,3,0,14380,1
1,1,1,645,0,29,0,0,24041,0.547067901,0,0.415641711,468,3,4,7,0,14382,1
1,1,1,388,0,9,267,0,24043,0.462454212,0,0.357205882,357,3,4,7,1152.444444,14385,1
1,1,1,284,0,25,83,0,24045,0.462454212,0,0.357205882,131,3,4,7,243.28,14398,1
1,1,1,1,0,1,1,0,24181,1,0,0.552222806,12,3,4,6,3241,14411,0
1,1,0,1,0,1,1,0,24179,0,0,0.552596976,12,3,4,5,3241,14417,1
1,1,1,4,0,1,3,0,24471,0.341020788,0,0.745098039,13,3,4,1,697,14430,0
1,1,1,12,1,1,9,0,24149,0.462068966,1,0.396376812,66,3,4,3,98,14443,0
1,1,1,12,0,1,9,0,24147,0.462068966,0,0.396376812,66,3,4,3,98,14456,0
1,1,1,0,0,2,0,0,24479,0.560502283,1,1,49,5,5,1,115,14456,0
2,1,1,4,1,5,4,1,24157,0.356200159,2,0.384698766,125,3,4,3,634.2,14459,1
2,1,1,60,10,4,4,3,24177,0.735294118,13,0.53125,57,3,4,3,1987.5,14465,1
2,0.5,1,60,0,4,4,0,24175,0.7,1,0.375,57,3,4,3,1987.5,14465,1
1,1,1,1,0,1,0,0,24477,0.574759945,0,0.573234984,3,5,5,1,570,14471,0
1,1,1,4,0,1,3,0,24473,0.34278602,0,0.346205962,13,3,4,1,697,14475,1
2,1,1,1,0,3,0,0,24475,0.573002755,0,0.571031378,52,5,5,0,266.6666667,14475,1
1,0,1,20,3,3,0,0,19291,0.396827795,3,0,29,3,5,52,0,14477,0
2,1,1,4,0,5,0,0,24155,0.355094264,0,0.383281921,125,3,4,2,0,14490,1
1,1,1,6,0,1,5,0,24347,0.572413793,1,0.570291777,25,3,5,1,271,14492,0
1,1,1,9,0,7,0,0,24037,0.447619048,0,0.355955956,37,3,4,3,0,14497,1
1,1,1,9,0,7,9,0,24039,0.424603175,0,0.342126789,37,3,4,3,460,14498,1
1,1,1,89,0,7,28,0,24361,0.568245125,0,0.565042288,67,3,5,1,171.1428571,14504,0
1,1,1,446,0,6,4,0,24357,0.564606742,0,0.56043956,11,3,5,1,154.1666667,14509,1
1,1,1,26,0,2,7,0,24355,0.563380282,0,0.558883594,16,3,5,1,187.5,14513,1
1,1,1,5,0,1,3,0,24353,0.562764457,0,0.558101473,6,3,5,1,273,14516,1
1,1,1,22,0,5,10,0,24351,0.559659091,0,0.554148892,32,3,5,1,191.6,14535,1
1,1,1,100,0,18,12,0,24327,0.424527987,0,0.294590643,75,3,4,1,605.2777778,14540,1
1,1,1,18,0,4,18,0,24345,0.557142857,0,0.550935551,17,3,5,1,166.75,14541,1
1,1,1,23,0,3,13,0,24343,0.555236729,0,0.548494983,14,3,5,1,159.6666667,14545,1
1,1,1,51,0,7,44,0,24341,0.550724638,0,0.542695836,64,3,5,1,170.5714286,14545,1
1,1,1,67,0,2,6,0,24337,0.549418605,0,0.541011475,16,3,5,1,136,14548,1
1,1,1,11,0,3,5,0,24335,0.547445255,0,0.538461538,10,3,5,1,134.3333333,14549,1
1,1,1,20,0,6,10,0,24119,0.809111361,0,0.903225806,43,3,4,2,56,14550,0
1,1,1,13,0,4,0,0,24333,0.544787078,0,0.535017222,0,3,5,1,169,14554,1
1,1,1,34,0,6,0,0,24331,0.540740741,0,0.529753266,0,3,5,1,164.1666667,14555,1
1,1,1,89,0,7,0,0,24359,0.535928144,0,0.523459332,67,3,5,0,0,14558,1
1,1,1,492,0,10,0,0,24349,0.52887538,0,0.51417004,58,3,5,0,0,14587,1
1,1,1,95,0,10,0,0,24339,0.521604938,0,0.504511393,117,3,5,0,0,14589,1
1,1,1,124,0,8,0,0,24329,0.515625,0,0.496503497,25,3,5,0,0,14596,1
1,1,1,100,0,18,0,0,24325,0.401861693,0,0.234126984,75,3,4,0,0,14655,1
2,1,1,181,0,4,38,0,23517,0.35362757,1,0.375087719,72,3,4,9,980.5,14743,1
2,1,1,8,0,1,4,0,23987,0.395,0,0.387485895,4,3,4,3,3219,14743,0
1,1,1,27,0,6,10,0,14739,0.34860859,1,0.383796296,56,3,5,94,203.1666667,14743,1
1,1,1,120,15,12,39,0,21765,0.464285714,16,0.343956974,304,3,3,24,1322.333333,14743,1
1,1,1,120,0,12,0,0,21763,0.464285714,1,0.343956974,304,3,3,24,0,14744,1
1,0.333333333,1,68,0,13,18,0,22915,0.520408163,0,0.263572791,42,3,4,14,137.2307692,14745,0
1,1,1,0,0,1,0,0,24071,0.666150371,0,0.546448087,3,3,4,1,1683,14746,1
1,1,1,20,0,6,0,0,24117,0.799645809,0,0.896551724,43,3,4,1,0,14756,1
1,1,1,4,0,1,2,0,23753,0.516171101,0,0.497171182,2,3,5,5,326,14757,0
1,1,1,7,0,1,3,0,23755,0.515412748,0,0.496151246,4,3,5,5,325,14757,1
1,1,1,1,0,1,1,0,23747,0.514652015,0,0.495127163,12,3,5,5,326,14761,1
1,1,1,36,0,3,30,0,23741,0.512355415,0,0.492029783,32,3,4,5,70.66666667,14762,0
1,1,1,0,0,1,0,0,23021,0.511585045,0,0.490988861,7,3,5,12,783,14762,0
1,1,1,12,0,4,5,0,23019,0.508479067,0,0.486782157,6,3,5,12,1372.75,14762,1
1,1,1,11,0,7,6,0,23017,0.502947481,0,0.479250658,44,3,5,12,406.5714286,14762,1
1,1,1,14,0,4,1,0,24005,0.420494762,0,0.220226537,3,3,4,1,836.75,14762,0
1,1,1,0,0,1,0,0,24069,0.665988372,0,0.543956044,3,3,4,0,0,14762,1
1,1,1,5,1,2,2,0,24023,0.796278511,1,0.396102757,26,3,4,1,4914.5,14762,1
1,1,1,5,0,2,0,0,24021,0.792796093,0,0.389678318,26,3,4,1,0,14762,1
1,1,1,6,0,1,1,0,23713,0.640096618,0,0.386414566,2,3,4,5,1638,14762,0
1,1,1,0,0,1,0,0,23877,0.667022308,0,0.382655039,3,3,4,1,3022,14762,0
1,1,1,6,0,1,0,0,23711,0.634803922,0,0.383115719,2,3,4,5,0,14764,1
1,0.333333333,1,14,0,4,0,0,24003,0.42090006,0,0.204785479,3,3,4,0,0,14764,1
1,1,1,2,1,1,0,0,15585,0.387215321,1,0.423076923,3,3,5,84,0,14767,0
1,1,1,2,0,1,0,0,15583,0.387215321,0,0.423076923,3,3,5,84,0,14768,0
1,1,1,27,0,15,19,0,23927,0.662106299,0,0.808363418,19,3,4,1,642.8,14769,1
1,1,1,1,0,1,1,0,23925,0.661773399,0,0.807669082,1,3,4,1,834,14770,1
1,1,1,28,0,15,0,0,23923,0.6567,0,0.796615581,20,3,4,0,0,14785,1
1,1,1,11,0,3,1,0,23905,0.657673019,0,0.538175047,6,3,4,1,565.6666667,14788,0
1,1,1,11,0,3,0,0,23903,0.656975184,0,0.53219697,6,3,4,0,0,14788,1
1,1,1,0,0,1,0,0,23875,0.657301108,0,0.379922027,3,3,4,0,0,14789,1
1,1,1,59,0,3,55,0,23767,0.656262626,0,0.524084778,108,3,4,3,318.3333333,14789,0
1,1,1,36,0,1,6,0,23765,0.655915066,0,0.521317829,6,3,4,3,503,14821,1
1,1,1,4,0,1,0,0,23695,0.662449393,0,0.803525641,4,3,4,2,1293,14822,1
1,1,1,22,0,7,3,0,23693,0.660040775,0,0.798089592,3,3,4,2,777.8571429,14855,1
1,1,1,2,0,1,2,0,21693,1,0,0.461805556,26,3,4,20,48,14861,0
1,1,1,137,2,4,46,0,23707,0.510162602,4,0.339648033,162,3,3,1,656.75,14869,1
1,1,1,73,0,1,19,0,23709,0.49475891,0,0.329232387,43,3,3,1,134,14941,1
1,1,1,208,0,4,64,0,23705,0.49475891,0,0.329232387,203,3,3,1,659,14948,1
1,1,1,19,1,3,10,0,23721,0.37056895,1,0.799666667,22,5,4,1,976.6666667,14948,1
1,1,1,19,0,3,0,0,23719,0.368979477,0,0.797233468,22,5,4,1,0,14950,1
2,1,1,1,1,11,1,0,22371,0.363082089,20,0.372801636,767,3,4,12,4292.909091,14950,0
1,1,1,94,0,3,0,0,23763,0.665132924,0,0.536686391,113,3,4,0,0,14950,1
1,1,1,1,0,1,1,0,23735,0.552066559,0,0.664790174,4,3,5,1,66,14955,0
1,1,1,11,0,1,5,0,23751,0.551344086,0,0.534179056,6,3,5,0,327,14955,1
1,1,1,36,0,3,0,0,23739,0.549162615,0,0.531224589,32,3,4,1,0,14955,1
1,1,1,1,0,1,0,0,23733,0.548430736,0,0.664446721,4,3,5,1,0,14955,1
1,1,1,15,0,2,3,0,23629,0.574688797,0,0.361997974,35,3,5,1,2251.5,14957,1
2,1,1,1,0,1,1,0,23627,0.572916667,0,0.366057632,2,3,5,1,3175,15120,1
1,1,1,0,0,1,0,0,23703,0.683589744,0,0.533928571,6,3,4,1,503,15283,1
1,1,1,0,0,1,0,0,23701,0.683264887,0,0.531137725,6,3,4,0,0,15283,1
1,1,1,26,0,8,0,0,23691,0.680641822,0,0.836471409,7,3,4,0,0,15289,1
1,1,1,25,7,6,0,0,23505,0.453514739,7,1,131,3,4,2,0,15289,0
1,1,1,25,0,6,0,0,23503,0.453514739,0,1,131,3,4,2,0,15320,0
1,1,1,1,0,1,1,0,23477,1,0,0.4,1,3,4,2,211,15320,0
2,1,1,16,0,2,4,0,23625,0.621848739,0,0.367286583,37,3,5,1,2251.5,15320,1
1,1,1,1,0,1,1,0,23631,0.387424242,0,0.473676012,2,3,4,1,335,15321,0
3,1,1,124,0,11,44,0,23401,0.374922696,0,0.487127108,225,3,4,3,505.2727273,15321,1
1,1,1,4,0,4,4,0,23615,0.438228438,0,0.322790202,4,3,4,1,605.25,15322,1
1,1,1,4,0,4,4,0,23613,0.42206235,0,0.314023732,4,3,4,1,605.25,15322,1
1,1,1,30,0,3,4,0,23603,0.674358974,0,0.375917252,16,3,4,1,767.6666667,15322,0
1,1,1,0,1,1,0,0,23509,0.669270833,1,0.372488226,9,3,4,2,86,15323,0
1,1,1,30,0,4,0,0,23507,0.647222222,0,0.358386838,25,3,4,1,0,15323,1
1,1,1,1,0,1,0,0,23589,0.465102757,0,0.456202168,3,3,4,1,3562,15323,0
1,1,1,0,0,1,0,0,23585,0.454985618,1,0.463974282,3,3,4,1,2006,15326,1
1,1,1,1,0,1,0,0,23587,0.462841035,0,0.453763613,3,3,4,0,0,15334,1
1,1,1,3,0,1,3,0,23541,0.680310881,0,0.451960784,10,3,4,1,1553,15336,0
1,1,1,0,0,1,0,0,23583,0.452536116,0,0.461702986,3,3,4,1,0,15344,1
1,1,1,0,0,4,0,0,23429,0.399994552,0,0.535367545,36,3,4,2,2662,15345,1
1,1,1,6,0,2,0,0,23427,0.397235906,0,0.526166902,6,3,4,2,0,15345,1
1,1,1,4,0,2,4,0,23561,0.459412361,0,0.450064495,22,3,4,1,1813,15345,1
1,1,1,12,0,2,0,0,23413,0.457102157,0,0.447570457,13,3,4,2,0,15347,1
1,1,1,0,0,2,0,0,23449,0.454772123,1,0.446192646,9,3,4,2,1214.5,15347,1
