_id,number of reviewer,r_last_interact(month),review_time_duration(sec),defective,submitter_last_interact(month),LOC_deleted,issue_resolved_count,size of patch (N_of_files),LOC_replaced,issue_open_count,issue_dropped_count,REVIEW_REQ_ID,submitter_Avg_interact(month),number_Reviewer_comments,Total_patch_LOC,r_Avg_interact(month),LOC_added,bug_severity,bug_priority,Avg_cyclomatic_complexity
,1,1.0,614183.0,0,1.0,2,0,2,2,0,0,30961,0.4126666666666643,4,1438,0.2844827586206896,6,normal,P1,36625
,1,1.0,613895.0,1,1.0,2,0,2,0,0,0,30959,0.4101832276250856,0,0,0.2314814814814813,6,normal,P1,36625
,1,1.0,614829.0,0,1.0,6,0,1,3,0,0,30953,0.4089336158192097,0,688,0.20192307692307696,13,normal,P1,36628
,0,-1,0.0,1,1.0,0,0,1,0,0,0,31665,0.33116811916153666,0,0,-1,7,critical,--,36630
,1,1.0,90339.0,1,1.0,209,2,8,8,0,0,31653,1.0,3,5545,0.2069213732004387,128,normal,P2,36671
,3,1.0,5930818.0,0,1.0,14,0,12,9,0,0,25219,0.2514309464434147,0,7405,0.3486572488484548,262,normal,P1,36703
,3,1.0,5929484.0,1,1.0,14,0,12,9,0,0,25217,0.22833884196351947,0,7405,0.3333615286648611,262,normal,P1,36735
,2,1.0,84110.0,1,-1,3,0,3,3,0,0,31651,-1,0,269,0.24485610443554748,6,normal,P2,36735
,1,1.0,26411.0,0,1.0,15,0,2,15,0,0,31747,0.3301791675182275,0,1127,0.3354997854997838,15,normal,--,36739
,1,1.0,26380.0,1,1.0,21,0,3,13,0,0,31745,0.32873869260966476,0,1414,0.3263970428353967,32,normal,--,36746
,0,-1,0.0,1,1.0,4,0,2,0,0,0,31815,0.47389446589446804,0,0,-1,39,normal,--,36747
,1,1.0,144542.0,1,1.0,2,1,8,2,0,1,31549,0.2077931916568298,2,2691,0.46930466843226004,61,normal,--,36751
,1,1.0,144466.0,1,1.0,328,0,22,0,0,0,31543,0.19162570577226085,0,0,0.4562596435222005,253,normal,--,36752
,1,1.0,144465.0,1,1.0,44,1,16,19,0,0,31547,0.17944680868409005,1,2376,0.4463622081369334,179,normal,--,36760
,2,1.0,261613.0,1,1.0,142,0,5,2,0,0,31269,0.37479868167629876,0,982,0.2895832228704535,100,normal,--,36762
,1,1.0,56203.0,0,1.0,19,0,2,0,0,0,31705,0.4359661629122684,0,189,0.2841265730154648,0,normal,--,36764
,1,1.0,234984.0,1,1.0,74,0,4,1,0,0,31327,0.26789432283353104,0,2068,0.875,1,normal,--,36771
,1,1.0,0.0,1,1.0,1,0,2,0,0,0,31787,0.44769003931848245,0,0,0.37348798708862235,15,normal,--,36778
,1,1.0,49609.0,0,1.0,0,0,2,0,0,0,31701,0.3910097779500833,2,4236,0.36223119598970416,51,normal,--,36779
,1,1.0,49083.0,1,1.0,1,0,2,1,0,0,31699,0.3896081894068154,0,4185,0.36078172143513493,40,normal,--,36781
,1,1.0,48956.0,1,1.0,86,0,7,86,0,0,31697,0.38465141136254793,0,2794,0.35565625986588256,109,normal,--,36805
,1,1.0,48658.0,1,1.0,26,0,2,25,0,0,31695,0.38322036813316634,0,459,0.3541767105199968,26,normal,--,36808
,1,1.0,5110906.0,1,1.0,3,0,5,0,0,0,25919,1.0,0,0,0.25396200474940506,3,normal,P2,36808
,1,1.0,5110867.0,1,1.0,3,0,5,0,0,0,25917,1.0,0,0,0.22338667707520074,3,normal,P2,36808
,1,1.0,5110703.0,1,1.0,6,0,8,5,0,0,25915,1.0,0,6074,0.16888749651907412,6,normal,P2,36808
,1,1.0,120750.0,0,-1,736,0,3,1,0,0,31553,-1,0,5601,0.42020725388600744,1,normal,--,36808
,1,1.0,0.0,1,1.0,36,0,3,0,0,0,31743,0.32729200875753056,0,0,0.31704144620811103,47,normal,--,36811
,1,1.0,675148.0,1,1.0,7,13,3,1,0,0,30725,0.22496651262473874,14,13163,0.25543122383853406,1,normal,--,36811
,1,1.0,675148.0,1,1.0,186,0,15,0,0,0,30723,0.224966512624749,0,0,0.2554312238385392,358,normal,--,36811
,1,1.0,6729.0,0,1.0,1,0,1,0,0,0,31717,0.39682478390002673,0,580,0.2983050847457625,3,normal,--,36811
,1,1.0,1.0,1,1.0,1,0,1,0,0,0,31715,0.39535720429881027,0,0,0.2862068965517242,3,normal,--,36811
,1,1.0,2076510.0,0,1.0,33,2,1,0,0,0,29099,0.602272727272728,2,1361,0.22497209289662717,0,normal,--,36814
,1,1.0,746141.0,1,1.0,5,6,8,2,0,0,30515,0.7777777777777778,6,10969,0.31873397102653833,53,normal,P2,36821
,1,1.0,746141.0,1,1.0,2,0,10,2,0,0,30511,0.777777777777778,0,15109,0.31873397102653245,105,normal,P2,36832
,1,1.0,746141.0,1,0.3333333333333333,0,11,4,0,0,0,30513,0.3333333333333333,11,5379,0.3167448731317391,55,normal,P2,36838
,1,1.0,0.0,1,1.0,113,0,9,0,0,0,31693,0.3767184180227669,0,0,0.3474544918860383,226,normal,--,36853
,1,1.0,167451.0,1,1.0,74,0,4,0,0,0,31325,0.26491525598849963,0,0,0.8333333333333334,1,normal,--,36855
,2,0.5,53485.0,1,1.0,17,0,3,15,0,0,31575,0.3296259680342712,3,2902,0.20081739965460882,92,normal,P1,36870
,1,1.0,118158.0,0,1.0,378,0,14,70,0,0,31417,0.3744546036107667,3,7503,0.7946428571428571,503,normal,--,36940
,1,1.0,1205280.0,0,1.0,0,1,2,0,0,0,29767,0.5184963043741699,1,1501,0.4699755799755798,8,normal,--,36940
,1,1.0,1205177.0,0,1.0,2,0,1,0,0,0,29765,0.5175756472123638,0,0,0.4658668635412836,2,normal,--,36940
,0,-1,1374939.0,0,1.0,2,0,1,2,0,0,29495,0.5166514626284792,0,1551,-1,8,normal,--,36941
,0,-1,2942331.0,0,1.0,0,1,1,0,0,0,28285,0.515723730311067,1,541,-1,4,normal,--,36941
,1,1.0,44099.0,1,1.0,12,0,1,10,0,0,31587,0.3164162231729822,0,743,0.3142524916943527,11,normal,--,36946
,1,1.0,102.0,0,1.0,4,0,4,3,0,0,31647,0.2193279297534589,0,4162,0.3310017783046828,25,normal,--,36947
,1,1.0,0.0,1,1.0,4,0,4,0,0,0,31645,0.21262688194018378,0,0,0.3197106690777572,25,normal,--,36947
,1,1.0,500717.0,0,1.0,1,0,2,0,0,0,30983,0.36046701978127954,0,0,0.5833333333333334,112,normal,--,36951
,1,1.0,500714.0,1,1.0,1,0,2,1,0,1,30985,0.35769247322935377,4,468,0.5454545454545455,57,normal,--,36958
,1,1.0,436913.0,1,1.0,0,0,2,0,0,0,31065,0.35769247322935377,0,0,0.5454545454545455,55,normal,--,36959
,1,1.0,5299.0,0,1.0,2,0,2,2,0,0,31623,0.22487439930100342,0,880,0.38755146795560286,2,normal,--,36959
,1,1.0,174826.0,0,1.0,18,0,4,11,0,0,31245,0.9103942652329748,0,2176,1.0,85,normal,P1,36971
,1,0.5,207065.0,0,-1,6,2,2,6,0,0,31175,-1,2,1717,0.3777692175997255,6,normal,--,37053
,1,0.5,207065.0,0,-1,6,0,2,0,0,0,31173,-1,0,0,0.3777692175997255,6,normal,--,37133
,1,1.0,0.0,1,0.5,2,0,2,0,0,0,31621,0.22130239192451026,0,0,0.38524034141958624,2,normal,--,37133
,1,1.0,3828.0,0,1.0,1,0,1,1,0,0,31609,0.38407822486272275,0,16,0.7427983539094642,1,normal,P2,37133
,1,1.0,3711.0,1,1.0,26,0,11,0,0,0,31607,0.3709988049273741,0,1175,0.7023809523809533,0,normal,P2,37133
,1,1.0,0.0,1,1.0,27,0,11,1,0,0,31605,0.35735183619798844,0,1175,0.6468926553672344,1,normal,P2,37133
,2,1.0,1001593.0,0,1.0,4,0,2,0,0,0,30205,0.4585933223864287,0,0,0.22728477171126765,26,normal,--,37134
,2,1.0,1001592.0,1,1.0,4,1,2,3,0,0,30207,0.45734584156243446,2,726,0.22645165556216929,26,normal,--,37140
,1,1.0,1009095.0,1,1.0,9,0,6,0,0,0,30191,0.4535686664456953,0,0,0.2562500000000007,33,normal,--,37186
,1,0.5,5014094.0,0,-1,0,0,1,0,0,0,25931,-1,0,420,0.16153251861216447,5,normal,P2,37186
,1,1.0,26842.0,1,1.0,283,0,6,5,0,0,31545,0.17538852403909408,0,2675,0.4497385402759231,11,normal,--,37189
,1,1.0,0.0,1,1.0,12,0,1,0,0,0,31585,0.31920600111389813,0,0,0.3110480640854476,11,normal,--,37191
,0,-1,347491.0,0,1.0,101,0,9,99,0,0,31123,0.3515616578869658,2,6606,-1,113,normal,--,37212
,1,1.0,512521.0,1,1.0,24,1,18,13,0,0,30859,0.38549926578561644,1,6337,0.4755747126436776,121,normal,--,37221
,1,1.0,967780.0,1,1.0,4,0,3,4,0,0,30193,0.4478032713671657,0,7801,0.21415094339622676,14,normal,--,37221
,1,0.25,52881.0,1,1.0,5,0,3,5,0,0,31405,0.4458543417366982,0,8238,0.16700000000000018,19,normal,--,37226
,1,1.0,133641.0,0,1.0,2,0,1,0,0,0,31193,0.35608178053830103,0,0,0.5147924297924341,5,normal,--,37228
,1,1.0,11004.0,0,1.0,1,0,2,1,0,0,31479,0.3502478525255715,0,3239,0.7788461538461539,8,normal,--,37228
,1,1.0,139757.0,1,1.0,14,0,2,0,0,0,31171,0.31872167607892815,0,1131,0.3064353099730466,0,normal,--,37228
,1,1.0,139735.0,1,1.0,58,0,4,36,0,0,31169,0.31672085868121547,0,1541,0.29309752747252554,106,normal,--,37251
,1,1.0,0.0,1,1.0,1,0,2,0,0,0,31477,0.34923996367890947,0,0,0.7604166666666666,8,normal,--,37252
,1,1.0,1592906.0,1,1.0,1,0,3,0,0,0,29327,0.6941176470588242,0,0,0.4439197166469943,7,normal,--,37252
,1,1.0,1592773.0,1,1.0,1,6,3,0,0,0,29329,0.6829268292682934,6,1890,0.4419431279620915,7,normal,--,37252
,1,1.0,22344.0,1,1.0,21,1,1,0,0,0,31409,0.44128113879003467,1,7561,0.37665309215676424,29,normal,--,37261
,1,-1,87602.0,1,1.0,18,0,4,0,0,0,31243,0.9063670411985018,0,0,-1,85,normal,P1,37271
,1,0.5,572464.0,0,1.0,6,0,1,3,0,0,30615,0.43907142857142784,0,7968,0.1555000555000555,14,major,--,37274
,1,1.0,469316.0,1,1.0,145,0,33,37,0,0,30881,0.36109446109448395,0,3222,0.3663194444444461,42,normal,--,37279
,1,0.5,468519.0,1,1.0,189,0,9,7,0,0,30879,0.34740362811791226,0,2183,0.31493993993993985,23,normal,--,37292
,1,1.0,69279.0,1,1.0,10,0,4,2,0,0,31301,0.26395474630918836,1,7706,0.6212121212121212,82,normal,--,37301
,1,0.5,0.0,1,1.0,378,0,14,0,0,0,31415,0.3520673915582445,0,0,0.425,503,normal,--,37351
,1,1.0,0.0,1,1.0,21,0,1,0,0,0,31407,0.44408155186064774,0,0,0.37783655128718063,29,normal,--,37419
,1,1.0,261523.0,1,1.0,93,0,40,0,0,0,31141,0.8697916666666647,0,0,0.4906236972903555,99,normal,--,37435
,1,1.0,261039.0,1,1.0,93,1,40,75,0,0,31143,0.7863247863247889,2,11735,0.46352921310367606,99,normal,--,37455
,1,1.0,499895.0,1,1.0,1,2,2,0,0,0,30717,0.437560096153851,2,0,0.3712318437636977,20,normal,--,37459
,1,1.0,584188.0,1,1.0,5,0,8,0,0,0,30543,0.4375600961538526,0,0,0.37123184376369095,176,normal,--,37463
,1,1.0,516376.0,1,1.0,0,0,4,0,0,0,30669,0.4348429951690871,0,0,0.36855052966460516,45,normal,--,37463
,1,1.0,584187.0,1,1.0,4,9,5,0,0,0,30545,0.43140947752126557,9,0,0.36516655608295556,111,normal,--,37463
,1,1.0,1151867.0,0,1.0,0,16,2,0,0,0,29643,1.0,16,327,1.0,319,normal,--,37466
,1,1.0,1145902.0,1,1.0,1,0,3,0,0,0,29639,1.0,0,0,1.0,326,normal,--,37466
,1,1.0,1145902.0,1,1.0,1,2,1,1,0,0,29641,1.0,2,105,1.0,7,normal,--,37467
,1,1.0,13956.0,0,1.0,6,0,1,6,0,0,31261,0.46238535215081217,0,106,0.934156378600823,6,normal,--,37467
,9,1.0,2773861.0,1,1.0,114,0,54,0,0,0,28283,0.43211425711426127,0,0,0.3336790655626491,156,normal,--,37471
,1,-1,541200.0,0,1.0,0,0,1,0,0,0,30331,0.42825108879530815,1,236,-1,3,normal,--,37471
,1,1.0,541201.0,1,1.0,2,0,2,2,0,0,30329,0.42825108879530654,0,118,0.30582161503214034,2,normal,--,37471
,1,1.0,953168.0,1,1.0,22,0,2,5,0,0,29937,0.39096311632543407,0,240,0.2870600370600344,14,normal,--,37473
,1,1.0,953167.0,1,1.0,56,0,35,29,0,0,29939,0.39096311632545216,0,2463,0.2870600370599851,85,normal,--,37482
,1,1.0,1036297.0,1,1.0,0,0,1,0,0,0,29763,0.3894884507475301,0,1146,0.28160919540229906,3,normal,--,37482
,1,1.0,1206288.0,1,1.0,19,0,1,0,0,0,29487,0.3880066265988589,0,0,0.6136904761904758,27,normal,--,37482
,1,0.5,1206283.0,0,1.0,1,0,1,1,0,1,29497,0.3865175916270799,1,69,0.33686238249345024,1,normal,--,37482
,1,1.0,1206285.0,0,1.0,0,0,1,0,0,0,29491,0.3820066915655139,0,739,0.61021021021021,4,normal,--,37482
,1,-1,1206284.0,1,1.0,22,0,2,6,0,0,29493,0.3820066915655137,1,265,-1,38,normal,--,37486
,1,0.5,1206284.0,0,1.0,2,0,1,2,0,0,29489,0.3789623895535212,0,284,0.2699896157840087,10,normal,--,37488
,1,0.5,953170.0,1,1.0,3,0,1,1,0,0,29935,0.3789623895535212,0,472,0.3589743589743589,3,normal,--,37488
,1,1.0,159417.0,0,1.0,38,1,2,38,0,0,31155,0.30484126984127013,1,2351,0.3654139600702512,56,normal,--,37491
,1,1.0,157655.0,1,1.0,38,0,2,0,0,0,31153,0.2890422077922081,0,0,0.36404778990893855,56,normal,--,37493
,1,1.0,5985.0,1,1.0,0,0,2,0,0,0,31277,0.2624852203409002,0,13887,0.4349370686155161,9,normal,--,37493
,1,0.16666666666666666,0.0,1,1.0,10,0,4,0,0,0,31299,0.25945329935566425,0,0,0.16666666666666646,82,normal,--,37519
,1,1.0,0.0,1,1.0,0,0,2,0,0,0,31275,0.25792797144496316,0,0,0.43355718355719025,9,normal,--,37520
,2,1.0,0.0,1,1.0,142,0,5,0,0,0,31267,0.3606064900707764,0,0,0.2834259453996324,100,normal,--,37520
,1,1.0,960658.0,1,1.0,56,0,14,17,0,1,29885,0.3600583090378901,1,3579,0.5539518900343657,50,normal,--,37525
,1,1.0,1195571.0,0,1.0,30,0,2,3,0,0,29461,0.35677655677655784,0,768,0.5445614035087718,8,normal,--,37529
,1,1.0,21201.0,1,1.0,2,0,1,2,0,0,31195,0.3549057048561987,0,6608,0.35683682213245077,5,normal,--,37529
,1,1.0,1148459.0,0,1.0,6,0,5,4,0,0,29549,0.42655541821178505,1,994,0.27350427350427303,85,normal,--,37540
,1,1.0,2893.0,0,1.0,3,0,1,1,0,0,31233,0.25716294873511286,0,2775,0.4258457095709575,1,normal,--,37540
,1,1.0,0.0,1,1.0,3,0,1,0,0,0,31231,0.2563963470310211,0,0,0.4251755472945069,1,normal,--,37541
,1,1.0,0.0,1,1.0,72,0,4,0,0,0,31167,0.31591451013395455,0,0,0.2838352007469636,106,normal,--,37550
,1,1.0,9219.0,1,1.0,5,0,1,6,0,0,31149,0.29715380405035624,0,794,0.3637960240072921,7,normal,--,37550
,0,-1,3029037.0,1,1.0,2,0,2,2,0,0,27709,0.20706549767921478,0,1768,-1,20,normal,P1,37552
,1,1.0,6021.0,1,1.0,3491,0,14,1,0,0,31135,0.38379756775814206,0,7109,0.3492417010400377,3599,normal,--,37800
,0,-1,0.0,1,1.0,101,0,9,0,0,0,31121,0.36049162257496237,0,0,-1,113,normal,--,37833
,1,1.0,0.0,1,1.0,3491,0,14,0,0,0,31133,0.3733153878658132,0,0,0.33831770081768275,3599,normal,--,37916
,1,1.0,12052.0,1,1.0,1,0,1,0,0,0,31071,0.4515301902398645,1,301,0.7142857142857143,0,critical,--,37916
,1,1.0,274171.0,0,1.0,0,0,1,0,0,0,30549,0.3638109410430827,1,319,0.2473384353741495,17,normal,--,37919
,1,1.0,16185.0,0,1.0,4,0,1,4,0,0,31043,0.363268553244683,0,89,0.24583546680320872,8,normal,--,37920
,1,1.0,0.0,1,1.0,1,0,1,0,0,0,31069,0.4512215320910943,0,0,0.6666666666666666,0,critical,--,37920
,1,-1,14223.0,0,0.5,5,0,2,4,0,0,31035,0.39622641509434015,0,368,-1,4,normal,--,37920
,2,1.0,941616.0,1,1.0,86,0,16,20,0,0,29459,0.3693433763138844,0,5266,0.5563786008230456,111,normal,--,37936
,1,0.16666666666666666,896459.0,1,1.0,6,0,5,0,0,0,29547,0.44810416666666564,0,0,0.16666666666666705,85,normal,--,37937
,1,1.0,15274116.0,0,1.0,11,4,6,9,0,0,13867,0.29101587301587306,13,7353,0.8571428571428569,143,normal,--,37959
,1,1.0,1.0,1,1.0,4,0,1,0,0,0,31041,0.4526543631806788,0,0,0.24312264474134992,8,normal,--,37959
,1,1.0,170639.0,0,0.5,0,1,1,0,0,0,30721,0.22776751505199816,1,469,0.28822126400866543,4,normal,--,37959
,1,1.0,170639.0,0,0.5,0,0,1,0,0,0,30719,0.22776751505199816,0,0,0.28822126400866543,4,normal,--,37959
,2,1.0,949752.0,0,1.0,2,0,4,0,0,0,29397,0.4453308207705232,0,0,0.34686603116031495,89,normal,--,37971
,2,1.0,949752.0,1,1.0,2,7,4,2,0,0,29399,0.4425294612794654,7,7292,0.34444701646090975,89,normal,--,37976
,1,1.0,186338.0,0,1.0,5,1,1,3,0,0,30617,0.46967745013837103,2,6865,0.2583770778652618,3,major,--,37976
,1,1.0,18641.0,0,1.0,2,0,4,2,0,0,30981,0.3634214285714283,0,7617,0.4214285714285715,4,normal,--,37976
,1,1.0,0.0,1,1.0,2,0,4,0,0,0,30979,0.35828773041474626,0,0,0.38220338983050894,4,normal,--,37976
,1,1.0,276319.0,0,1.0,0,0,6,0,0,0,30343,0.46666666666666656,0,0,0.2852497176026601,341,normal,P3,37978
,1,1.0,131200.0,0,1.0,27,0,42,25,0,0,30665,0.31287284255160747,0,2196,0.3549437641723012,29,normal,--,37978
,1,1.0,130794.0,1,1.0,4,0,1,3,0,0,30663,0.3111815433244005,0,240,0.3543010606225747,36,normal,--,37981
,1,1.0,130728.0,1,1.0,10,0,5,10,0,0,30661,0.30139719024662087,0,366,0.3505858768516956,10,normal,--,37981
,1,1.0,130673.0,1,1.0,38,0,1,21,0,0,30659,0.29940686885131335,0,222,0.3498377038987676,48,normal,--,37990
,1,0.25,0.0,0,1.0,6,0,1,0,0,0,30951,0.4513417837158841,0,0,0.16999999999999996,13,normal,P1,37992
,1,1.0,92191.0,1,1.0,8,0,1,2,0,0,30747,0.3679168800136549,0,1068,1.0,32,normal,--,37998
,1,-1,861520.0,1,1.0,0,1,1,0,0,0,29463,0.36621315192743836,1,1038,-1,29,normal,--,38002
,1,1.0,883036.0,1,1.0,3,2,1,3,0,0,29395,0.44941002949852293,2,1548,0.37231209405717053,34,normal,--,38008
,1,1.0,319.0,1,1.0,2,0,1,2,0,0,30921,0.3716245936125454,0,792,0.6,2,normal,--,38008
,1,0.5,0.0,1,1.0,2,0,1,0,0,0,30919,0.37096050574669,0,0,0.5,2,normal,--,38008
,1,1.0,256271.0,1,1.0,0,2,3,0,0,0,30345,0.4484848484848482,2,564,0.2846925177570373,109,normal,P3,38008
,1,1.0,904.0,1,1.0,1,0,1,1,0,1,30913,0.4421455938697324,1,100,0.28340830324672034,1,normal,P3,38008
,1,1.0,50752.0,1,1.0,31,1,1,25,0,0,30849,0.4356589147286826,1,106,0.2821194692597541,25,normal,P3,38008
,1,1.0,829.0,1,1.0,1,0,1,1,0,0,30909,0.4290196078431376,0,100,0.2808259908259881,1,normal,P3,38008
,1,1.0,807.0,1,1.0,3,0,2,2,0,0,30907,0.4152610441767076,0,224,0.27822499983440613,2,normal,P3,38008
,1,1.0,1682.0,1,1.0,4,0,1,0,0,0,30905,0.4081300813008127,0,104,0.2769174364283037,4,normal,P3,38008
,1,1.0,48870.0,1,1.0,0,2,2,0,0,0,30845,0.39333333333333387,3,356,0.2742880452880486,126,normal,P3,38008
,1,1.0,4724526.0,0,1.0,7,0,4,7,0,0,25837,0.22714452576016728,0,3232,0.26070913542416235,23,critical,--,38011
,1,1.0,48032.0,1,1.0,1,0,2,1,0,0,30853,0.3777777777777783,0,232,0.2716394615117278,1,normal,P3,38011
,1,1.0,4724486.0,1,1.0,0,0,3,0,0,0,25835,0.2258837501088788,0,1238,0.25840365455750103,171,critical,--,38036
,1,1.0,47966.0,1,1.0,1,1,1,1,0,0,30851,0.3696969696969692,1,100,0.2703079065967533,1,normal,P3,38036
,1,1.0,47864.0,1,1.0,3,0,1,3,0,0,30847,0.36140350877192934,0,106,0.26897147419125306,3,normal,P3,38036
,1,1.0,884086.0,1,1.0,4,0,4,4,0,0,28883,0.4437845891868922,0,844,0.3653937845586111,4,normal,--,38036
,1,1.0,884086.0,1,1.0,4,0,4,0,0,0,28881,0.4437845891868922,0,0,0.3653937845586111,4,normal,--,38036
,1,1.0,883373.0,1,1.0,0,11,5,0,0,0,29383,0.43658904700301715,11,1403,0.3582952810301796,461,normal,--,38085
,1,1.0,883373.0,1,1.0,0,0,5,0,0,0,29381,0.43658904700301715,0,0,0.3582952810301796,461,normal,--,38090
,1,1.0,4396.0,1,1.0,2,0,1,2,0,0,30899,0.35705868205868097,0,792,0.3575766867200256,3,normal,--,38090
,1,1.0,92477.0,1,1.0,43,0,4,18,0,0,30685,0.2918763593115163,0,1502,0.2333333333333344,67,normal,--,38093
,1,1.0,0.0,1,1.0,2,0,1,0,0,0,30897,0.35582465779834094,0,0,0.3568564812118642,3,normal,--,38093
,1,1.0,252669.0,0,1.0,2,0,1,1,0,0,30317,0.3565464116681143,0,379,0.37155172413793097,14,normal,P1,38095
,1,1.0,1400746.0,0,1.0,76,0,3,8,0,1,29115,0.20923976165227115,3,1562,1.0,156,normal,--,38106
,1,1.0,4669934.0,1,1.0,7,0,7,0,0,0,25833,0.22339895366642173,0,0,0.25820347192073995,194,critical,--,38113
,1,1.0,753944.0,1,1.0,4,1,3,4,0,2,29477,0.4473659995399099,4,7049,0.13820105820105855,11,normal,--,38114
,1,1.0,426997.0,0,1.0,3,0,1,1,0,0,30119,0.3434027777777777,0,3378,0.2897697540554634,4,normal,P1,38115
,1,1.0,0.0,1,1.0,43,0,4,18,0,0,30683,0.28435300527137153,0,1502,0.17200000000000007,67,normal,--,38118
,1,1.0,780449.0,1,1.0,41,0,3,0,0,0,29389,0.44348484848485914,0,0,0.3643277950645872,90,normal,--,38165
,1,1.0,780449.0,1,1.0,38,2,1,2,0,0,29393,0.442035590277777,2,2852,0.36289448682346265,44,normal,--,38179
,1,1.0,780449.0,1,1.0,0,0,1,0,0,0,29391,0.442035590277777,0,254,0.36289448682346265,12,normal,--,38181
,1,1.0,563505.0,1,1.0,10,0,7,0,0,0,29737,1.0,0,0,0.35903111922275255,302,normal,P2,38207
,1,1.0,400705.0,0,1.0,165,0,1,82,0,0,30133,0.33415492957746473,0,1613,0.28528172722485035,399,normal,P1,38286
,1,1.0,375500.0,0,1.0,16,0,3,0,0,0,30213,0.3341549295774659,0,0,0.28528172722485395,56,normal,P1,38286
,1,1.0,400706.0,0,1.0,7,0,1,0,0,0,30121,0.3318021201413427,0,0,0.2841508438818518,13,normal,P1,38289
,1,1.0,400706.0,1,1.0,41,0,7,0,0,0,30109,0.29176029962546807,1,0,0.26555735930737123,214,normal,P1,38305
,1,1.0,400706.0,1,1.0,45,0,9,0,0,0,30111,0.29176029962546807,0,0,0.2655573593073687,153,normal,P1,38325
,1,1.0,400706.0,1,1.0,3,0,1,0,0,0,30105,0.27547892720306466,0,0,0.25833333333333136,3,normal,P1,38325
,1,1.0,400706.0,1,1.0,0,0,5,0,0,0,30107,0.2754789272030659,0,0,0.2583333333333407,148,normal,P1,38368
,1,0.5,400706.0,1,1.0,18,0,4,0,0,0,30103,0.26420233463035103,0,0,0.2534378437843794,21,normal,P1,38368
,1,0.125,718311.0,1,1.0,4,0,3,0,0,0,29475,0.4433321747190319,0,0,0.1128540305010895,11,normal,--,38368
,1,1.0,359099.0,0,1.0,10,0,1,0,0,0,30211,0.35654761904761906,0,46,0.35494374939385,0,normal,--,38368
,1,1.0,359099.0,0,1.0,10,0,1,0,0,0,30209,0.35654761904761906,0,46,0.35494374939385,0,normal,--,38368
,1,1.0,1617.0,0,1.0,84,0,1,68,0,0,30605,0.3584934477667089,0,349,0.9302325581395349,84,normal,--,38397
,1,1.0,2373955.0,1,1.0,440,0,7,12,0,0,28123,0.4369031975470879,0,1960,0.5632296115517581,520,normal,--,38470
,1,1.0,0.0,1,1.0,84,0,1,0,0,0,30603,0.3577466415359367,0,0,0.9285714285714286,84,normal,--,38477
,1,1.0,76592.0,0,1.0,0,0,1,0,0,0,30423,0.4737664945496261,0,114,0.3906746031746032,1,normal,--,38477
,1,1.0,434971.0,0,1.0,1,0,1,1,0,0,29899,0.4361622807017545,0,300,0.3629681611340772,23,normal,--,38482
,2,1.0,86358.0,0,1.0,12,0,1,12,0,0,30361,0.43541941150636826,0,156,0.5602784602784586,12,normal,--,38482
,1,1.0,259.0,1,1.0,0,0,1,0,0,0,30547,0.35362730806608234,0,0,0.2464500601684715,17,normal,--,38482
,1,1.0,30413.0,1,1.0,12,0,1,12,0,0,30497,0.43467458223394934,0,156,0.5572871572871556,12,normal,--,38482
,1,1.0,27229.0,0,1.0,7,0,2,5,0,0,30509,1.0,0,262,0.925,14,normal,P3,38483
,1,1.0,4300.0,0,1.0,1,0,1,1,0,0,30541,0.28242291334396546,0,167,0.15510204081632653,16,trivial,--,38483
,1,1.0,90502.0,0,1.0,0,0,3,0,0,0,30325,0.24732510288065954,0,8777,0.13491717550013443,19,normal,P1,38487
,1,0.5,509.0,1,1.0,1,0,1,0,0,0,30539,0.28031858171154317,0,0,0.13749999999999998,16,trivial,--,38487
,1,1.0,76966.0,1,0.5,0,0,3,0,0,0,30347,0.3392694063926946,0,2307,0.26566052118538735,113,normal,P3,38488
,1,1.0,94132.0,1,1.0,2,0,1,0,0,0,30315,0.35264631414938047,0,0,0.3524242424242425,14,normal,P1,38488
,1,1.0,5286.0,0,-1,1,0,1,0,0,0,30517,-1,0,0,0.4558823529411763,2,normal,--,38488
,1,1.0,325753.0,0,1.0,1,0,1,0,0,0,30171,0.43392778511668917,0,0,0.22444464934907835,4,critical,--,38488
,1,1.0,325752.0,1,1.0,1,1,1,1,0,0,30173,0.43317901234567957,1,143,0.22402084861101773,4,critical,--,38488
,1,1.0,327521.0,1,1.0,14,1,3,0,0,0,30145,0.4309207613988604,1,0,0.22274666281235106,38,normal,--,38497
,1,1.0,24130.0,0,1.0,0,0,1,0,0,0,30483,0.3509229041653496,1,2938,0.5909090909090909,6,normal,P2,38498
,1,1.0,0.0,1,-1,7,0,2,0,0,0,30507,-1,0,0,0.9210526315789473,14,normal,P3,38498
,1,1.0,0.0,1,1.0,12,0,1,0,0,0,30495,0.4301640070921996,0,0,0.5542548775425472,12,normal,--,38498
,1,1.0,0.0,1,1.0,0,0,1,0,0,0,30481,0.3520016856300029,0,0,0.55,6,normal,P2,38501
,1,1.0,74140.0,1,1.0,0,0,2,0,0,0,30293,0.47164458525345354,0,7460,0.2620175438596453,18,normal,--,38501
,1,1.0,97124.0,1,1.0,498,3,4,109,0,0,30271,0.3506146097492262,3,1062,0.2905119047619034,171,normal,P2,38546
,1,1.0,990291.0,0,1.0,10,0,1,0,0,0,29297,0.3759849019733672,1,8835,0.35390462555816926,18,normal,--,38550
