_id,number of reviewer,r_last_interact(month),review_time_duration(sec),defective,submitter_last_interact(month),LOC_deleted,issue_resolved_count,size of patch (N_of_files),LOC_replaced,issue_open_count,issue_dropped_count,REVIEW_REQ_ID,submitter_Avg_interact(month),number_Reviewer_comments,Total_patch_LOC,r_Avg_interact(month),LOC_added,bug_severity,bug_priority,Avg_cyclomatic_complexity
,1,1.0,28916.0,0,1.0,43,0,2,40,0,0,45725,0.6472781208875282,0,1244,0.41686308179669174,171,normal,--,14705
,1,1.0,28820.0,1,1.0,21,0,1,12,0,0,45723,0.647062388851376,0,559,0.41651556277511687,17,normal,--,14706
,1,1.0,28734.0,1,1.0,24,0,2,0,0,0,45721,0.6466301321322677,0,754,0.4158192806304566,0,normal,--,14706
,1,1.0,64370.0,0,1.0,0,0,1,0,0,1,45605,0.2766586486039853,1,105,0.5512820512820504,3,normal,--,14706
,1,1.0,0.0,1,-1,1,0,1,0,0,0,45795,-1,0,0,0.24220354808590236,2,normal,P3,14706
,1,1.0,1864689.0,1,1.0,93,0,8,0,0,0,41609,0.3026748742975409,0,0,0.20640589569160953,183,normal,--,14731
,1,0.25,1864688.0,1,1.0,47,4,4,0,0,1,41611,0.2983165922619005,5,0,0.15260290556900755,121,normal,--,14749
,1,1.0,420721.0,0,1.0,5,0,5,0,0,0,45083,1.0,0,0,0.44916865268635847,115,normal,--,14750
,1,1.0,420537.0,1,1.0,5,7,5,5,0,0,45085,1.0,7,2080,0.44619440135097677,115,normal,--,14757
,1,1.0,71439.0,1,1.0,60,0,11,18,0,0,45563,0.7777777777777779,0,11484,0.4437209302325627,60,normal,--,14760
,1,1.0,0.0,1,1.0,3,0,1,0,0,0,45771,0.4477906147906075,0,0,0.683531746031746,3,normal,P1,14760
,1,1.0,1.0,1,1.0,0,0,4,0,0,0,45759,0.48805468168821703,0,0,0.27552565300148824,98,normal,--,14760
,1,1.0,32252.0,1,1.0,46,0,12,38,0,0,45685,0.6440141923331356,0,303,0.5136903737045756,50,normal,--,14760
,1,1.0,32245.0,0,1.0,0,0,1,0,0,0,45683,0.643794448007403,0,128,0.5123048761937656,3,normal,--,14760
,1,1.0,0.0,1,1.0,1,0,2,0,0,0,45747,0.4874758853984434,0,0,0.8088235294117647,8,normal,--,14760
,1,1.0,69929.0,1,1.0,6,0,1,3,0,0,45533,0.770833333333333,1,2222,0.44112149532710143,8,normal,--,14760
,1,1.0,1786758.0,0,1.0,4,2,1,3,0,1,41803,0.2838997290403131,3,7930,1.0,10,normal,--,14762
,1,1.0,146577.0,0,1.0,2,0,1,2,0,0,45373,1.0,0,686,0.4874216673849029,2,normal,--,14762
,1,1.0,604913.0,1,1.0,2,0,1,2,0,0,44329,0.6435744322248258,0,142,0.4446986682145333,11,normal,--,14762
,1,1.0,604810.0,1,1.0,5,0,1,5,0,0,44327,0.6433541444820723,0,741,0.44412971193196626,8,normal,--,14762
,1,1.0,604717.0,1,1.0,37,0,3,2,0,0,44325,0.6426916444408693,0,10815,0.4424158261516883,2,normal,--,14762
,1,1.0,604535.0,1,1.0,3,0,3,3,0,0,44323,0.6420266785186134,0,1415,0.440691339016075,15,normal,--,14763
,1,1.0,0.0,1,1.0,108,0,5,0,0,0,45719,0.641950013963081,0,0,0.4143206349511047,547,normal,--,14791
,1,-1,1772378.0,1,1.0,4,0,1,0,0,0,41801,0.2840432211607215,0,0,-1,10,normal,--,14809
,1,1.0,330127.0,0,1.0,0,0,1,0,0,0,45259,1.0,0,215,0.6328502415458935,8,normal,--,14809
,1,1.0,2111057.0,0,1.0,0,5,1,0,0,1,41099,0.7804878048780488,6,7461,0.8073822121441163,27,normal,--,14809
,2,1.0,2726210.0,1,1.0,17,19,9,17,0,1,39485,0.7534246575342466,21,50357,0.6444562313374175,84,normal,--,14822
,1,1.0,0.0,1,1.0,46,0,13,0,0,0,45681,0.6390299074270247,0,0,0.49354737143198424,53,normal,--,14822
,4,1.0,2723515.0,1,1.0,35,0,22,0,0,0,39483,0.6470588235294118,0,0,0.42987377085402284,388,normal,--,15126
,1,1.0,64964.0,1,1.0,55,1,1,18,0,0,45425,1.0,1,2350,0.28316582314743804,54,normal,--,15149
,1,1.0,2721030.0,1,1.0,12,6,6,6,0,2,39487,0.6,11,37910,0.22545219638243075,108,normal,--,15164
,1,1.0,501423.0,1,1.0,33,0,12,0,0,1,44515,0.7677527151211371,1,0,0.666315789473684,40,normal,--,15214
,1,1.0,501089.0,1,1.0,78,2,16,0,0,0,44525,0.7484990541985368,2,0,0.6464684014869814,82,normal,--,15351
,1,1.0,501090.0,1,1.0,27,0,9,0,0,0,44521,0.709343218325255,0,0,0.6086419753086504,30,normal,--,15398
,1,1.0,501089.0,1,1.0,58,0,17,0,0,0,44523,0.7093432183252556,0,0,0.6086419753086372,57,normal,--,15487
,1,1.0,501090.0,1,1.0,71,2,17,0,0,0,44517,0.6557469323426783,2,0,0.5617511520737369,166,normal,--,15671
,1,1.0,501089.0,1,1.0,133,0,9,0,0,0,44519,0.6557469323426773,0,0,0.5617511520737416,159,normal,--,16006
,1,1.0,501090.0,1,1.0,80,0,16,0,0,0,44513,0.6116825396825409,0,0,0.5268656716418002,83,normal,--,16131
,1,1.0,501090.0,1,1.0,15,0,6,0,0,0,44509,0.5666099773242619,1,0,0.4941489361702128,17,normal,--,16159
,1,1.0,501090.0,1,1.0,27,0,7,0,0,0,44511,0.5666099773242618,0,0,0.49414893617021655,42,normal,--,16218
,1,1.0,501090.0,1,1.0,253,1,11,0,0,0,44507,0.5194090837655185,1,0,0.4627118644067893,151,normal,--,16512
,1,1.0,501090.0,1,1.0,1,0,1,0,0,0,44503,0.5146031746031754,0,0,0.45965909090909257,4,normal,--,16513
,1,1.0,614063.0,1,1.0,126,0,8,0,0,0,44215,0.27319587834532105,0,0,0.796875,326,normal,--,16515
,1,1.0,397521.0,1,1.0,1,0,1,0,0,0,44953,0.6391171829495734,0,0,0.14273756956683842,1,normal,--,16515
,1,0.3333333333333333,397521.0,1,1.0,12,0,2,0,0,0,44949,0.6384362719740051,0,0,0.12130600880600859,12,normal,--,16515
,1,0.3333333333333333,397521.0,1,1.0,26,0,1,0,0,0,44951,0.6384362719740065,0,0,0.12130600880600907,28,normal,--,16517
,1,1.0,4590.0,1,1.0,1,0,1,1,0,0,45597,0.27291691249267086,0,4048,0.2622104443175856,1,normal,--,16517
,1,1.0,17687.0,0,1.0,5,0,3,5,0,0,45545,0.29579689018464006,0,1162,0.6431131592421925,43,normal,P1,16519
,1,1.0,0.0,1,1.0,0,0,1,0,0,0,45603,0.2728924919506982,0,0,0.5442708333333328,3,normal,--,16519
,1,1.0,0.0,1,1.0,1,0,1,0,0,0,45595,0.2726021496138773,0,0,0.2616830750855037,1,normal,--,16520
,1,1.0,21399.0,1,1.0,74,0,6,1,0,0,45517,0.22269991721151816,0,7805,0.21404789339122093,1,normal,--,16526
,1,1.0,21398.0,1,1.0,13,0,2,2,0,0,45513,0.22119352170224066,0,2246,0.21241897710809707,25,normal,--,16529
,1,1.0,1.0,1,1.0,60,0,11,18,0,0,45561,0.6507936507936507,0,11484,0.4108374384236517,60,normal,--,16532
,1,1.0,0.0,1,1.0,5,0,3,0,0,0,45543,0.2927275799909816,0,0,0.6312169312169322,43,normal,P1,16532
,1,1.0,9581.0,0,1.0,181,0,1,0,0,0,45481,0.18228898022781068,0,1677,0.27515201768933256,0,normal,--,16532
,1,1.0,421527.0,1,1.0,2,0,1,2,0,0,44677,0.2723115723722532,0,1114,0.7124521072796929,2,normal,--,16532
,1,1.0,0.0,1,1.0,6,0,1,0,0,0,45531,0.6333333333333335,0,0,0.40792079207920773,8,normal,--,16533
,1,1.0,1644277.0,1,1.0,2,0,1,0,0,0,42041,0.5909090909090909,0,4392,0.21633986928104537,0,normal,--,16533
,1,0.5,2685664.0,1,1.0,4,2,2,3,0,0,39489,0.5714285714285714,3,10405,0.19745649263721518,47,normal,--,16541
,1,1.0,1641049.0,1,0.5,0,2,6,0,0,0,42039,0.5,2,289,0.2779439076057028,122,normal,--,16541
,1,1.0,2088.0,0,1.0,0,0,1,0,0,0,45477,1.0,0,1567,0.5205981649377821,3,normal,--,16541
,1,1.0,0.0,1,1.0,181,0,1,0,0,0,45479,0.1779161940258201,0,0,0.27152777777777926,0,normal,--,16541
,1,1.0,0.0,1,-1,0,0,1,0,0,0,45475,-1,0,0,0.5199013599449591,3,normal,--,16541
,1,1.0,454.0,0,1.0,49,0,2,6,0,0,45421,1.0,0,4479,0.2831010615101528,40,normal,--,16551
,1,1.0,441554.0,1,1.0,95,0,3,0,0,0,44495,1.0,0,0,0.2804491542161095,82,normal,--,16590
,1,1.0,439486.0,1,1.0,46,2,1,0,0,0,44527,1.0,2,0,0.2795608198385946,42,normal,--,16597
,1,1.0,0.0,1,1.0,2,0,1,0,0,0,45371,1.0,0,0,0.4900555600470718,2,normal,--,16597
,1,1.0,149801.0,1,1.0,20,0,1,4,0,0,45141,0.2628353128353108,0,427,0.49306993654388964,4,critical,--,16601
,1,1.0,1377797.0,0,1.0,0,0,1,0,0,0,42157,1.0,0,1074,0.5266666666666667,1,trivial,--,16601
,1,1.0,78388.0,1,1.0,19,0,1,2,0,0,45159,0.24671941248127063,0,7826,0.19284099298634202,18,normal,--,16646
,1,1.0,13486.0,0,1.0,0,0,3,0,0,0,45289,0.16647521409749677,0,6364,0.262267343485618,52,critical,--,16649
,1,1.0,332961.0,1,1.0,15,1,1,2,0,0,44207,0.28668488645218526,1,286,1.0,14,normal,--,16653
,1,1.0,0.0,1,1.0,0,0,3,0,0,0,45287,0.15265988615436132,0,0,0.25085910652920995,52,critical,--,16667
,1,1.0,26094.0,0,1.0,6,0,2,2,0,0,45223,1.0,0,717,0.4535738999173511,2,normal,--,16667
,1,1.0,26094.0,1,1.0,4,0,1,0,0,0,45225,1.0,0,571,0.4523873068661279,0,normal,--,16667
,1,1.0,26094.0,1,1.0,2,0,1,2,0,0,45227,1.0,0,146,0.4523873068661279,2,normal,--,16667
,1,1.0,794634.0,0,1.0,1,2,3,1,0,0,43189,0.7039295392953934,2,1634,0.2447135866172585,69,normal,P1,16669
,1,1.0,794634.0,0,1.0,1,0,3,1,0,0,43187,0.7039295392953934,0,1634,0.2447135866172585,69,normal,P1,16671
,3,1.0,575120.0,1,1.0,223,9,32,185,0,0,43929,0.3642661982825945,9,15635,0.2528246829705558,1099,normal,P2,16806
,1,1.0,0.0,1,-1,0,0,1,0,0,0,45257,-1,0,0,0.6161616161616159,8,normal,--,16806
,1,1.0,46678.0,0,1.0,5,0,1,0,0,0,45107,0.26424786340677353,0,506,0.5131755024956165,5,normal,--,16807
,1,1.0,745180.0,0,1.0,5,0,1,0,0,0,43281,0.24406922024001448,0,580,0.4639639639639639,3,normal,P2,16807
,1,1.0,53850.0,1,1.0,3,0,1,3,0,0,45051,0.26725178631471375,0,608,0.5128995248893214,3,normal,--,16807
,1,1.0,26293.0,1,1.0,38,0,10,38,0,0,45169,0.2838444581740127,0,5635,0.5101224412227826,38,normal,--,16817
,1,1.0,25567.0,1,1.0,8,0,2,8,0,0,45167,0.28326198111679185,0,584,0.5095632202652779,11,normal,--,16821
,1,1.0,4917.0,1,1.0,84,0,2,0,0,0,45111,0.2983392354832208,0,0,0.6228354978354986,209,normal,P1,16833
,1,1.0,47331.0,0,1.0,4,0,1,2,0,0,44921,0.4567558437938815,0,92,0.32401942365929776,3,normal,P3,16833
,1,1.0,0.0,1,1.0,20,0,1,0,0,0,45139,0.2643198313148163,0,0,0.50928313072802,4,critical,--,16834
,1,1.0,274850.0,0,1.0,1,0,1,1,0,0,44147,1.0,1,716,0.24697754749568315,18,normal,--,16836
,1,1.0,258981.0,1,1.0,97,0,11,0,0,0,44195,0.21142626590739638,0,0,0.22779810243081786,123,normal,--,16938
,1,1.0,258923.0,1,1.0,65,0,8,0,0,0,44199,0.20391603986841958,0,0,0.22093069425084788,0,normal,--,16990
,1,1.0,258922.0,1,1.0,0,0,1,0,0,0,44201,0.2039160398684206,1,0,0.22093069425085088,8,normal,--,16994
,1,1.0,258922.0,1,1.0,32,0,3,0,0,0,44197,0.2013807406323305,2,0,0.21861433357964472,115,normal,--,17040
,0,-1,0.0,1,1.0,5,0,1,0,0,0,45105,0.2637924620182676,0,0,-1,5,normal,--,17040
,1,1.0,602513.0,1,1.0,46,0,1,0,0,0,43595,0.8615384615384618,0,0,0.2422345139979083,33,normal,--,17066
,1,1.0,166508.0,1,1.0,7,0,1,2,0,0,44419,0.8615384615384618,0,2220,0.2422345139979083,7,normal,--,17068
,1,1.0,602513.0,1,1.0,0,0,1,0,0,0,43597,0.8560000000000002,0,2215,0.23883646249117246,3,normal,--,17068
,1,1.0,772.0,1,1.0,4,0,1,1,0,0,45073,0.6140350877192985,0,2220,0.4182421227197341,22,normal,P1,17069
,1,1.0,0.0,1,1.0,4,0,1,0,0,0,45071,0.5925925925925929,0,0,0.4153333333333329,22,normal,P1,17071
,1,1.0,0.0,1,1.0,3,0,1,0,0,0,45049,0.2671045257090076,0,0,0.5093836734693894,3,normal,--,17071
,1,1.0,587.0,0,1.0,9,0,1,2,0,0,45027,0.2666649070695477,0,312,0.5091984535380778,4,normal,--,17072
,1,1.0,539.0,1,1.0,3,0,1,1,0,0,45025,0.26609510513253865,0,312,0.5089176746213376,2,normal,--,17072
,1,1.0,0.0,1,1.0,12,0,1,0,0,0,45023,0.2655244170338858,0,0,0.5086365742633647,6,normal,--,17072
,1,1.0,56205.0,0,1.0,60,0,21,58,0,0,44703,0.7050624380930632,1,536,0.5493764822629272,72,critical,--,17072
,1,1.0,1806291.0,0,1.0,48,0,5,23,0,0,40807,0.1522544240629357,0,2641,0.22851581534289656,228,normal,P1,17098
,1,1.0,28385.0,0,1.0,13,0,39,13,0,0,44729,0.7083827495906889,0,552,0.5994607244607267,13,normal,--,17098
,1,1.0,47084.0,1,1.0,60,0,21,0,0,0,44701,0.7043617632094614,0,0,0.5596363002613092,72,critical,--,17098
,1,1.0,5070396.0,1,1.0,171,2,15,62,0,0,34037,0.21439089971131067,10,12995,0.2091642053598571,432,normal,P1,17144
,1,1.0,2895.0,0,1.0,59,0,4,51,0,0,44963,0.4549096009521701,0,331,0.6093444995864381,86,critical,P1,17145
,1,1.0,0.0,1,1.0,59,0,4,0,0,0,44961,0.45416359043003046,0,0,0.6091398525222085,86,critical,P1,17145
,2,1.0,663000.0,0,1.0,48,0,4,0,0,0,43243,0.43650793650793657,0,0,0.23771810126559667,20,normal,P1,17146
,1,1.0,149147.0,1,1.0,6,0,1,0,0,0,44367,0.4083333333333333,0,599,0.20993760442773138,0,normal,P1,17147
,1,1.0,0.0,1,1.0,4,0,1,0,0,0,44919,0.4537473777594493,0,0,0.3236173127420746,3,normal,P3,17147
,1,1.0,1204549.0,1,-1,0,0,1,0,0,0,42155,-1,0,1074,0.37719298245614036,1,trivial,--,17147
,1,1.0,0.0,1,1.0,13,0,39,0,0,0,44727,0.7127790155994832,0,0,0.5590837813620092,13,normal,--,17147
,1,1.0,1751408.0,1,1.0,27,5,3,13,0,1,40811,0.14807146891850853,11,1053,0.20551293244570276,161,normal,P1,17161
,1,1.0,1751407.0,1,1.0,21,0,2,10,0,0,40809,0.14525982360140696,1,1588,0.20283338078447635,67,normal,P1,17173
,1,1.0,5162.0,0,1.0,0,0,1,0,0,0,44683,0.44912984700322084,0,269,0.28504994124399946,7,normal,--,17173
,1,1.0,5126.0,1,1.0,0,0,1,0,0,0,44681,0.44879978699543366,0,1143,0.2847589562791009,3,normal,--,17173
,1,1.0,5110.0,1,1.0,0,0,1,0,0,0,44679,0.4484693312322415,0,262,0.28446773435576195,9,normal,--,17173
,1,1.0,89390.0,1,1.0,0,0,2,0,0,0,44407,0.4478072295890618,0,264,0.2838845784750348,12,normal,--,17173
,0,-1,0.0,1,1.0,2,0,1,0,0,0,44675,0.28365088166351793,0,0,-1,2,normal,--,17173
,2,1.0,23513.0,1,1.0,32,3,7,11,0,0,44575,0.32556935817805344,3,8209,0.19923504832904357,134,normal,P2,17193
,1,1.0,84866.0,1,1.0,0,1,3,0,0,0,44405,0.4468110910976312,1,1423,0.28277371947778973,31,normal,--,17193
,1,1.0,499654.0,1,1.0,3,0,1,1,0,0,43619,0.2848174091232469,0,105,0.5370370370370369,15,normal,--,17193
,1,1.0,972.0,1,1.0,45,1,32,45,0,0,44629,0.2774413510490975,1,13391,0.4401995387640191,49,normal,--,17202
,1,1.0,885.0,1,1.0,1,0,2,1,0,0,44627,0.2768446882505451,0,137,0.4395151861218686,2,normal,--,17202
,1,1.0,521.0,1,1.0,45,0,33,0,0,0,44625,0.26930239255028976,0,0,0.43081740812877883,50,normal,--,17206
,1,1.0,1428.0,0,1.0,2,1,1,2,0,0,44611,1.0,1,1726,0.293198419877522,20,normal,--,17206
,1,1.0,1428.0,0,1.0,2,0,1,0,0,0,44609,1.0,0,0,0.293198419877522,20,normal,--,17206
,1,1.0,1992944.0,1,1.0,37,2,11,22,0,0,39683,0.5130908949601372,2,11060,1.0,448,normal,--,17271
,1,1.0,37062.0,0,1.0,1,0,1,1,0,0,44475,0.7197529980596119,0,116,0.5533774530499379,1,normal,--,17271
,1,1.0,45563.0,0,1.0,2,0,2,2,0,0,44417,0.2640479306129002,0,41,0.5139710459347169,3,normal,--,17271
,1,-1,1983409.0,1,1.0,37,6,11,22,0,0,39681,0.5108681332854313,6,11060,-1,448,normal,--,17336
,1,1.0,403400.0,0,1.0,50,0,3,0,0,0,43839,0.7537722908093283,0,0,0.460536224054944,178,normal,--,17363
,1,1.0,403399.0,1,1.0,5,1,3,0,0,0,43843,0.7506944444444449,1,0,0.4587479463446289,131,normal,--,17367
,1,1.0,231677.0,1,1.0,24,3,2,0,0,0,44033,0.3137254901960784,4,970,0.2932249103072059,3,normal,P1,17370
,1,1.0,135318.0,0,1.0,8,2,1,3,0,1,44161,0.9849056603773585,3,305,0.325222368262193,10,normal,P1,17370
,1,1.0,135318.0,0,1.0,8,0,1,0,0,0,44159,0.9849056603773585,0,0,0.325222368262193,10,normal,P1,17370
,1,1.0,0.0,1,1.0,1,0,1,0,0,0,44473,0.7195656671759619,0,0,0.5527263997745006,1,normal,--,17370
,1,1.0,2119.0,1,1.0,2,0,1,2,0,0,44461,0.308428294719891,0,575,0.6785258164568514,10,normal,P1,17372
,1,1.0,0.0,1,1.0,2,0,1,2,0,0,44459,0.307330561854367,0,575,0.6747877445551869,10,normal,P1,17374
,1,1.0,1459.0,0,1.0,5,0,2,5,0,0,44455,0.30512460822970033,0,655,0.6670445956160245,10,normal,--,17374
,1,1.0,1.0,1,1.0,5,0,2,0,0,0,44453,0.3029045590547153,0,0,0.6589237320944641,10,normal,--,17374
,1,1.0,0.0,0,1.0,5,0,1,0,0,0,44443,0.4304638785685579,0,0,0.2703733974706481,9,normal,--,17374
,1,1.0,1342.0,1,1.0,12,0,3,12,0,0,44433,0.26949352013078787,0,196,0.4294006499660098,12,normal,--,17374
,1,1.0,1299.0,0,1.0,0,0,2,0,0,0,44431,0.2688824733053045,0,341,0.4286896227385522,2,normal,--,17374
,1,1.0,90142.0,1,1.0,16,0,1,0,0,0,44203,0.26857656639037925,0,0,1.0,22,normal,--,17375
,1,1.0,4365.0,1,1.0,2,0,2,0,0,0,44415,0.2639611486843711,0,0,0.5102997057819867,3,normal,--,17375
,1,1.0,89542.0,1,1.0,1,0,1,1,0,0,44205,0.26827040337924085,1,283,1.0,8,normal,--,17376
,1,1.0,370221.0,1,1.0,46,0,1,0,0,0,43841,0.749651324965133,0,0,0.4581492161967802,48,normal,--,17399
,2,1.0,432520.0,1,1.0,23,0,9,0,0,0,43609,0.26550335868613417,0,0,0.5034584058128493,166,normal,--,17407
,1,1.0,432519.0,1,1.0,0,0,1,0,0,0,43615,0.26519461692854407,0,254,0.5074376350969013,40,normal,--,17409
,1,1.0,432518.0,1,1.0,20,0,4,13,0,0,43613,0.26395704996756797,0,1577,0.5062834174872795,45,normal,--,17417
,1,1.0,432124.0,1,1.0,0,1,3,0,0,0,43611,0.26302613561255417,1,1060,0.5054141981518723,66,normal,--,17422
,1,1.0,36928.0,0,1.0,5,0,2,4,0,0,44337,0.7191902530757919,0,559,0.7568383167220389,104,normal,--,17428
,1,1.0,37365.0,1,1.0,0,0,1,0,0,0,44315,0.5051237778337042,0,4110,0.26801001051287215,1,normal,--,17428
,1,1.0,37609.0,0,1.0,0,0,1,0,0,0,44311,0.5048330162460624,0,106,0.2674399248512778,4,normal,--,17428
,1,1.0,34877.0,1,1.0,55,0,1,55,0,0,44335,0.7190021688514662,0,317,0.756433721575151,74,normal,--,17441
,1,1.0,79563.0,1,1.0,25,0,3,7,0,0,44229,0.7184364014061954,0,1145,0.7552118171683381,16,normal,--,17441
,1,1.0,516714.0,1,1.0,17,0,26,0,0,0,43295,0.9802469135802477,0,0,0.31648695421198864,285,normal,P1,17441
,1,1.0,516713.0,1,1.0,17,21,26,8,0,3,43297,0.9714285714285724,24,1351,0.30553321950384577,285,normal,P1,17453
,1,1.0,594488.0,0,1.0,0,0,3,0,0,0,43049,0.7132553606237809,0,2368,0.45305582148471135,17,normal,--,17454
,2,1.0,330368.0,1,1.0,99,0,13,55,0,0,43927,0.23961251167133482,0,10005,0.1900025900025808,181,normal,P2,17482
,2,1.0,330353.0,1,1.0,80,0,1,48,0,0,43925,0.23208392267798222,0,3417,0.189070487114216,135,normal,P2,17516
,2,1.0,330340.0,1,1.0,50,0,1,44,0,0,43923,0.22440476190476194,0,3341,0.18813623652333378,53,normal,P2,17535
,2,1.0,330326.0,1,1.0,2,0,1,2,0,0,43921,0.21657046657046647,0,567,0.18719983079844718,2,normal,P2,17536
,2,1.0,330311.0,1,0.5,1,0,1,1,0,0,43919,0.20857628765792008,0,3333,0.1862612624737341,2,normal,P2,17536
,1,0.5,349767.0,0,1.0,5,0,3,3,0,0,43811,1.0,0,1093,0.38888888888888906,5,normal,--,17537
,1,0.5,349766.0,0,1.0,5,0,3,0,0,0,43809,1.0,0,0,0.38888888888888906,5,normal,--,17537
,1,1.0,11305.0,1,1.0,0,0,3,0,0,0,44307,0.5039586778403711,0,1472,1.0,3,normal,--,17537
,2,1.0,1719808.0,1,1.0,273,16,27,31,0,3,40483,0.46929002802019204,25,15086,0.7068513929921892,789,normal,--,17537
,1,1.0,71522.0,1,-1,1,0,1,0,0,0,44145,-1,0,0,0.24588331228956303,18,normal,--,17538
,1,1.0,0.0,1,1.0,60,0,2,0,0,0,44333,0.7132400807212781,0,0,0.7543903803132005,178,normal,--,17544
,1,1.0,0.0,1,1.0,198,0,12,24,0,0,44321,0.7108685307341401,0,12836,0.4624641762905312,368,normal,--,17545
,1,1.0,0.0,1,1.0,0,0,1,0,0,0,44313,0.5036665451418129,0,0,0.2683262357589538,1,normal,--,17545
,1,1.0,0.0,1,1.0,0,0,1,0,0,0,44309,0.5033740681501463,0,0,0.2677555073937112,4,normal,--,17545
,1,1.0,513262.0,0,1.0,7,0,2,5,0,0,43185,0.4570955928771967,0,1118,0.6115026147098512,7,normal,P1,17546
,1,1.0,87486.0,0,1.0,3,1,1,1,0,0,44061,0.5375,1,6756,0.2453467805684554,17,normal,--,17547
,1,1.0,106.0,0,1.0,1,0,1,1,0,0,44251,1.0,0,753,0.6547129139721738,1,normal,--,17547
,1,1.0,0.0,1,-1,1,0,1,0,0,0,44249,-1,0,0,0.650396825396826,1,normal,--,17547
,1,1.0,543489.0,0,1.0,558,0,6,0,0,0,42999,0.42901020680790114,0,712,0.2613094991793107,0,normal,--,17547
,1,1.0,543439.0,0,1.0,0,0,1,0,0,0,42997,0.42865289154308717,0,244,0.2609971564728489,244,normal,--,17554
,1,1.0,543380.0,0,1.0,0,0,1,0,0,0,42995,0.4282951287951491,0,338,0.2606845495170421,89,normal,--,17559
,1,1.0,81.0,1,1.0,25,0,3,0,0,0,44227,0.7102820579512519,0,0,0.7531478358628435,16,normal,--,17559
,1,1.0,1787.0,0,1.0,0,0,3,0,0,0,44209,0.5042389210019265,0,233,0.550387596899223,198,normal,--,17565
,1,1.0,7529.0,0,1.0,8,0,3,0,0,0,44181,0.49549019607843114,1,0,0.5396825396825379,12,normal,--,17570
,1,1.0,256122.0,1,1.0,7,0,3,7,0,0,43959,0.48642714570858264,0,12105,0.5284552845528446,40,normal,--,17575
,1,1.0,257406.0,1,1.0,16,2,3,0,0,0,43953,0.46058700209643516,2,0,0.5166666666666662,84,normal,--,17613
,0,-1,257405.0,0,1.0,16,0,5,11,0,0,43955,0.46058700209643344,0,761,-1,11,normal,--,17613
,1,1.0,256121.0,1,1.0,0,0,1,0,0,0,43957,0.45717299578059173,0,0,0.5126050420168076,38,normal,--,17630
,1,1.0,250741.0,1,1.0,44,0,3,0,0,0,43969,0.7096805674141272,0,11040,0.7518926553672308,0,normal,--,17630
,1,1.0,250670.0,1,1.0,92,0,4,2,0,0,43967,0.7088746841869625,0,11689,0.7501990898748558,2,normal,--,17630
,1,1.0,260806.0,0,1.0,8,0,2,0,0,0,43909,0.6245321977029314,0,186,0.7493436073059374,8,normal,--,17630
,1,1.0,260631.0,0,1.0,8,0,2,0,0,0,43913,0.6214545927660703,0,248,0.748482245131731,0,normal,--,17630
,1,1.0,2501.0,1,1.0,0,0,1,0,0,0,44167,0.7480493402180134,0,0,0.42882455347902204,4,normal,--,17630
,1,1.0,242110.0,1,1.0,1,0,10,0,0,0,43983,0.30116031554361355,0,1158,0.9285714285714286,163,normal,P1,17641
,1,1.0,916.0,1,1.0,0,0,1,0,0,0,44169,0.7479022988505732,0,173,0.4284664497507956,4,normal,--,17641
,1,1.0,2962.0,0,1.0,2,0,1,1,0,0,44151,0.42810789670797916,0,92,0.5033170953129711,5,normal,--,17641
,1,1.0,235943.0,1,1.0,1,0,9,1,0,0,43981,0.2971869927055392,0,922,0.9207317073170732,82,normal,P1,17641
,1,1.0,0.0,1,1.0,2,0,1,0,0,0,44149,0.42806276669963517,0,0,0.5030240670506188,5,normal,--,17641
,1,1.0,229656.0,1,1.0,3,0,5,2,0,0,43979,0.2948991899474355,0,641,0.9155844155844156,167,normal,P1,17649
,1,1.0,295106.0,1,1.0,14,0,2,2,0,0,43707,0.7084826975202215,0,10684,0.5995220671241072,2,normal,--,17649
,1,1.0,295090.0,1,1.0,3,0,1,3,0,0,43705,0.7082799733877602,0,304,0.5981552482405735,3,normal,--,17649
,1,1.0,294884.0,1,1.0,46,0,2,0,0,0,43703,0.7078736780860716,0,350,0.5953934286408505,0,normal,--,17649
,1,1.0,294863.0,1,1.0,8,0,1,8,0,0,43701,0.7076701057363061,0,348,0.5939982335672002,10,normal,--,17649
,1,1.0,228389.0,1,1.0,1,0,1,0,0,0,43977,0.2944398408855235,0,120,0.9144736842105263,1,normal,P1,17649
,1,1.0,228310.0,1,1.0,24,0,3,5,0,0,43975,0.29305819566532315,0,529,0.910958904109589,41,normal,P1,17649
,1,1.0,745.0,1,1.0,4,0,2,0,0,0,44115,0.7475386779184244,0,0,0.45894469419470146,16,normal,P1,17652
,1,1.0,569.0,1,1.0,4,0,2,2,0,0,44117,0.7453900709219855,0,1579,0.4577396712419057,16,normal,P1,17654
,1,1.0,226519.0,1,1.0,5,0,1,5,0,0,43973,0.2925964439969163,0,57,0.9097222222222222,14,normal,P1,17654
,1,1.0,80021.0,0,1.0,4,0,4,0,0,0,44037,0.7409812409812413,0,947,0.29074338949526973,91,normal,--,17657
,2,1.0,256560.0,1,1.0,24,0,3,3,0,0,43829,0.2661574727377558,0,14778,0.45091547168489504,4,normal,--,17657
,1,1.0,739395.0,1,1.0,53,0,4,1,0,0,42641,0.7068656768342255,2,1390,0.7464409722222203,50,normal,--,17657
